thickness_cm,energy_mev,w_H,density_g_cm3,transmitted_dose_mgy
2.01,351.87,0.1066,0.9086,49.0161
7.46,317.93,0.0299,0.8664,33.2252
3.16,24.84,0.0799,0.8939,0.0
9.86,285.35,0.0557,0.8806,24.3783
13.27,257.13,0.0767,0.8922,13.6476
12.15,197.77,0.0615,0.8838,6.6267
14.57,408.26,0.0471,0.8759,34.0909
0.91,125.32,0.1172,0.9145,16.9796
8.32,497.31,0.1485,0.9317,59.2667
14.75,219.46,0.1036,0.907,5.1261
13.93,93.48,0.1428,0.9285,0.0
16.74,260.39,0.1267,0.9197,7.6682
17.58,498.55,0.0849,0.8967,41.9311
7.84,142.33,0.0461,0.8754,6.4825
4.27,256.31,0.0748,0.8911,30.3566
15.6,135.43,0.0225,0.8624,0.0
9.79,87.83,0.0257,0.8641,0.1184
8.63,61.08,0.0478,0.8763,0.0217
12.72,439.2,0.0605,0.8833,41.838
19.09,410.09,0.0329,0.8681,25.4306
15.95,240.23,0.1451,0.9298,6.2003
17.19,441.69,0.13,0.9215,34.0367
19.03,327.12,0.0627,0.8845,13.4305
17.06,131.74,0.0999,0.9049,0.0
1.74,176.81,0.0812,0.8947,23.5321
19.0,216.14,0.0433,0.8738,0.0
2.25,443.66,0.0473,0.876,61.9991
14.56,88.57,0.0642,0.8853,0.3169
13.28,113.44,0.0258,0.8642,0.0839
0.73,139.07,0.1065,0.9086,19.4564
18.41,137.11,0.1344,0.9239,0.0
4.05,445.8,0.0829,0.8956,59.2423
10.27,276.38,0.1428,0.9285,22.5795
0.95,173.51,0.1108,0.9109,24.1107
6.9,413.57,0.0338,0.8686,49.3557
6.05,94.83,0.0784,0.8931,2.7735
3.16,90.05,0.0789,0.8934,7.7477
10.52,425.29,0.0342,0.8688,44.3705
19.55,104.99,0.0261,0.8644,0.0
7.72,366.33,0.0715,0.8893,40.2246
6.97,369.29,0.131,0.9221,42.2403
6.87,404.24,0.0612,0.8837,47.7047
11.84,149.89,0.0961,0.9029,0.37
11.55,399.59,0.0241,0.8633,38.1499
3.86,419.91,0.0403,0.8722,55.7094
1.8,193.66,0.1287,0.9208,25.6257
7.67,393.69,0.0376,0.8707,44.4927
14.05,358.96,0.0262,0.8644,27.7064
17.46,38.65,0.0662,0.8864,0.0551
0.87,220.25,0.1277,0.9202,31.0658
3.57,356.53,0.0266,0.8646,46.9837
11.03,173.58,0.069,0.888,5.5599
2.97,177.01,0.0996,0.9048,21.3499
16.05,139.69,0.0244,0.8634,0.0
16.29,119.46,0.1046,0.9075,0.0
17.28,71.81,0.0305,0.8668,0.0864
16.43,395.75,0.0921,0.9007,29.0558
16.55,176.19,0.1172,0.9145,0.0
5.15,183.3,0.0319,0.8675,17.562
8.12,403.81,0.1256,0.9191,45.37
10.1,447.05,0.0565,0.8811,47.9631
8.64,205.52,0.0511,0.8781,14.7486
2.06,156.9,0.1473,0.931,19.775
15.49,22.96,0.0964,0.903,0.2578
11.67,263.45,0.0383,0.8711,17.3998
6.57,352.59,0.0569,0.8813,40.6054
1.19,65.22,0.1493,0.9321,7.3816
16.48,81.11,0.0754,0.8915,0.0
17.88,329.03,0.0936,0.9015,15.9061
17.86,313.8,0.1158,0.9137,13.3755
10.03,370.7,0.0224,0.8623,36.6607
4.68,156.25,0.0464,0.8755,14.9617
10.68,61.87,0.0963,0.903,0.0
0.69,480.41,0.0887,0.8988,70.5945
9.59,123.35,0.0793,0.8936,0.8261
18.92,91.75,0.0657,0.8861,0.0
16.04,72.63,0.0596,0.8828,0.1314
16.82,208.78,0.1009,0.9055,0.0
11.2,64.81,0.0867,0.8977,0.0
4.65,206.7,0.1395,0.9267,22.1111
16.81,227.1,0.1024,0.9063,2.4221
16.51,27.92,0.0991,0.9045,0.3176
5.27,75.96,0.1131,0.9122,1.1454
7.14,310.79,0.1228,0.9175,33.2593
18.67,462.24,0.045,0.8748,34.2683
8.74,31.38,0.1485,0.9317,0.0
16.26,434.54,0.0323,0.8678,34.6333
1.62,415.11,0.0866,0.8976,59.2944
18.8,289.55,0.1062,0.9084,7.9017
1.59,251.05,0.1438,0.9291,34.7426
17.1,27.88,0.0319,0.8675,0.1731
18.98,260.96,0.0479,0.8763,3.652
12.52,193.85,0.1234,0.9179,5.9178
14.11,196.98,0.0578,0.8818,2.9682
8.74,477.0,0.088,0.8984,55.2232
10.06,48.87,0.0955,0.9025,0.1225
19.02,25.2,0.0585,0.8822,0.0
10.13,53.26,0.0399,0.8719,0.098
12.13,414.87,0.0603,0.8832,39.5015
5.57,353.47,0.0539,0.8796,42.7713
9.34,94.2,0.13,0.9215,0.0
7.93,120.35,0.1321,0.9227,3.1209
19.67,137.21,0.0531,0.8792,0.0
1.22,348.85,0.0586,0.8822,50.1361
9.5,419.23,0.1308,0.9219,44.9651
14.15,445.22,0.1226,0.9174,39.9215
7.04,127.11,0.0842,0.8963,5.8739
15.1,409.17,0.1187,0.9153,33.1551
11.37,27.64,0.1242,0.9183,0.0242
11.53,208.78,0.0541,0.8798,10.0984
8.13,464.54,0.0813,0.8947,54.6825
11.13,34.51,0.0993,0.9046,0.0
2.76,14.0,0.0828,0.8955,0.164
17.85,124.67,0.0463,0.8755,0.183
0.81,333.79,0.0871,0.8979,48.5227
17.4,311.45,0.1241,0.9183,14.1703
16.26,64.54,0.0331,0.8682,0.0
19.51,43.09,0.0571,0.8814,0.255
3.63,383.02,0.1111,0.9111,50.759
10.76,31.29,0.1452,0.9299,0.0
2.09,312.2,0.1317,0.9224,43.4399
4.26,169.8,0.0499,0.8774,17.335
10.86,158.61,0.0424,0.8733,3.6249
5.23,179.22,0.1499,0.9324,17.2354
5.54,228.17,0.1346,0.924,23.6125
4.5,259.65,0.1301,0.9216,30.6452
17.75,464.74,0.1329,0.9231,36.5047
5.8,426.31,0.0951,0.9023,53.4222
9.78,72.21,0.0233,0.8628,0.0
8.93,364.36,0.0209,0.8615,38.0492
3.8,428.23,0.139,0.9264,57.1206
14.34,469.72,0.0828,0.8955,43.6966
18.05,142.01,0.0761,0.8919,0.2596
6.16,257.37,0.0517,0.8784,27.1523
0.92,261.51,0.0867,0.8977,37.3233
9.63,134.14,0.0397,0.8718,2.1501
10.38,227.14,0.1092,0.9101,14.5308
19.82,392.44,0.0957,0.9026,21.3684
14.54,313.52,0.092,0.9006,19.2931
8.02,457.27,0.0999,0.9049,53.3187
11.3,431.76,0.1361,0.9249,43.6439
5.26,128.15,0.1449,0.9297,9.6502
3.18,323.08,0.0373,0.8705,42.3124
19.15,113.53,0.0596,0.8828,0.2322
3.54,460.16,0.1182,0.915,62.4186
11.31,388.51,0.0265,0.8646,37.0652
7.12,339.39,0.1131,0.9122,37.663
9.89,444.12,0.0929,0.9011,48.0665
1.6,215.84,0.1089,0.9099,29.391
6.3,100.15,0.0526,0.8789,3.3583
6.37,101.52,0.0365,0.8701,2.9941
9.31,13.44,0.0948,0.9021,0.0
3.15,35.7,0.0797,0.8938,0.2222
10.76,340.94,0.0246,0.8635,30.9694
12.32,89.36,0.1028,0.9065,0.0
3.64,343.01,0.0247,0.8636,44.4377
10.15,485.31,0.031,0.867,53.7913
2.78,288.51,0.1477,0.9312,38.2098
15.92,196.64,0.0741,0.8908,0.2743
19.58,129.32,0.139,0.9264,0.0
11.7,14.69,0.047,0.8759,0.3153
6.87,348.77,0.1059,0.9082,39.5415
4.44,55.67,0.1461,0.9304,0.0278
14.14,381.55,0.1156,0.9136,30.7764
6.16,140.3,0.131,0.9221,9.6882
6.53,475.84,0.0204,0.8612,59.0452
15.25,12.17,0.1467,0.9307,0.0
17.15,98.6,0.028,0.8654,0.2678
19.36,248.51,0.0582,0.882,0.7729
1.23,250.84,0.1393,0.9266,34.9533
2.07,187.48,0.109,0.91,24.4127
16.9,17.14,0.0868,0.8977,0.1859
4.69,379.99,0.0261,0.8644,47.6521
8.59,382.11,0.0241,0.8633,40.8488
8.33,277.46,0.0548,0.8801,26.4411
15.18,353.37,0.0378,0.8708,24.6069
17.84,341.21,0.1094,0.9102,17.9637
12.37,33.64,0.0415,0.8728,0.0
18.18,111.67,0.0577,0.8817,0.0
17.34,124.25,0.1473,0.931,0.2487
1.86,65.89,0.0236,0.863,6.6423
19.84,71.74,0.1088,0.9098,0.0
11.96,171.15,0.1253,0.9189,3.4499
7.46,447.95,0.0754,0.8915,53.1887
15.08,162.29,0.0269,0.8648,0.0
10.66,326.8,0.0686,0.8877,29.2366
16.5,121.71,0.0961,0.9029,0.0
14.53,408.15,0.0675,0.8871,34.2725
16.09,424.23,0.124,0.9182,33.2791
4.22,449.85,0.0633,0.8848,59.8198
16.64,147.04,0.0252,0.8639,0.0
6.74,308.57,0.0413,0.8727,33.832
9.49,162.11,0.0683,0.8876,6.7175
10.35,338.54,0.1036,0.907,31.3242
1.93,487.28,0.1464,0.9305,69.3133
8.16,38.23,0.0884,0.8986,0.0
14.42,283.8,0.1143,0.9129,15.567
11.69,333.98,0.0673,0.887,28.5044
13.44,102.36,0.0232,0.8628,0.1545
8.46,306.71,0.1217,0.9169,29.9953
12.98,201.49,0.0305,0.8668,5.9403
8.85,289.41,0.0456,0.8751,26.8322
9.51,379.83,0.053,0.8791,39.2065
2.19,466.2,0.0206,0.8613,65.3736
3.3,196.4,0.1345,0.924,23.1936
16.29,72.86,0.1352,0.9244,0.3675
8.0,178.01,0.0227,0.8625,11.8334
2.82,371.24,0.0733,0.8903,50.2804
3.31,291.43,0.034,0.8687,37.9885
16.36,222.03,0.0217,0.8619,2.368
9.72,39.18,0.055,0.8802,0.0313
6.22,489.22,0.0904,0.8997,61.7574
9.18,174.73,0.0649,0.8857,9.1064
9.73,32.4,0.1298,0.9214,0.011
16.44,207.22,0.1371,0.9254,0.5949
6.05,447.22,0.1036,0.907,56.2259
11.81,172.79,0.0742,0.8908,3.7588
16.96,209.66,0.1366,0.9251,0.0
6.23,206.49,0.1336,0.9235,19.072
3.98,351.7,0.0714,0.8893,45.3652
13.63,479.25,0.051,0.878,46.2
14.79,345.8,0.08,0.894,24.248
14.23,317.65,0.0912,0.9002,21.17
4.46,450.13,0.0391,0.8715,59.3779
10.97,156.03,0.0425,0.8734,2.685
1.7,345.04,0.0566,0.8811,48.6367
18.31,423.67,0.0593,0.8826,29.0153
11.92,202.38,0.0412,0.8727,8.0035
7.07,53.93,0.1032,0.9068,0.2797
7.88,150.76,0.1344,0.9239,7.6915
15.51,161.75,0.0374,0.8706,0.0509
11.4,431.41,0.0314,0.8673,43.1
4.25,178.89,0.0878,0.8983,19.1263
6.64,467.11,0.0856,0.8971,57.345
18.82,485.3,0.0426,0.8734,37.9506
17.47,147.8,0.0203,0.8612,0.3357
0.97,364.65,0.1281,0.9205,52.7758
16.17,301.19,0.0261,0.8644,14.7674
11.63,27.55,0.036,0.8698,0.0
3.5,172.77,0.0575,0.8816,19.3954
8.79,413.37,0.0569,0.8813,45.4608
18.57,133.76,0.077,0.8923,0.0
12.95,88.93,0.0497,0.8773,0.2289
6.56,172.22,0.0358,0.8697,13.7098
5.0,423.45,0.0507,0.8779,53.9745
16.23,282.26,0.1365,0.9251,11.9966
4.07,262.52,0.0367,0.8702,31.8971
7.59,123.01,0.1301,0.9216,4.0604
19.92,429.57,0.0749,0.8912,26.9925
19.9,215.26,0.0357,0.8696,0.1687
14.7,430.47,0.0754,0.8915,37.2134
12.37,351.16,0.0592,0.8826,29.2035
8.05,80.23,0.142,0.9281,0.0
16.72,448.29,0.1497,0.9323,36.263
13.11,127.1,0.0923,0.9008,0.0806
7.57,190.32,0.1038,0.9071,14.2251
12.07,491.65,0.1307,0.9219,51.2986
18.54,269.69,0.0322,0.8677,6.05
19.52,340.47,0.0659,0.8862,14.8015
19.96,266.74,0.1212,0.9167,2.7854
11.98,214.26,0.0807,0.8944,9.6104
1.69,496.84,0.0518,0.8785,71.5468
14.7,17.21,0.1443,0.9294,0.1386
10.51,216.07,0.0404,0.8722,12.8257
18.23,140.98,0.0964,0.903,0.0
9.26,446.28,0.115,0.9133,49.8214
2.53,174.47,0.1312,0.9222,21.273
13.74,28.03,0.0883,0.8986,0.1259
16.76,356.58,0.0704,0.8887,22.0339
3.99,87.52,0.1213,0.9167,5.5561
13.69,88.93,0.136,0.9248,0.0
7.81,78.6,0.0605,0.8833,0.0
13.92,483.59,0.1456,0.9301,46.3866
1.98,417.65,0.056,0.8808,59.1377
4.72,131.96,0.0456,0.8751,11.2534
10.15,130.22,0.1209,0.9165,0.5082
2.51,294.31,0.1442,0.9293,39.3857
16.07,237.83,0.0796,0.8938,5.8876
9.02,407.64,0.1403,0.9272,44.7615
1.8,100.72,0.1025,0.9064,11.5931
0.64,475.9,0.1133,0.9123,70.3151
10.58,14.58,0.1425,0.9284,0.1661
6.26,295.58,0.0522,0.8787,32.4323
18.92,455.1,0.1024,0.9063,33.0511
7.26,341.29,0.0576,0.8817,37.9909
16.46,17.53,0.0857,0.8971,0.373
13.5,379.0,0.1189,0.9154,31.6459
2.3,72.93,0.1288,0.9208,6.4
17.01,276.19,0.077,0.8923,9.7047
10.63,423.54,0.1243,0.9184,43.7301
13.3,291.2,0.0951,0.9023,18.6898
14.93,384.3,0.1273,0.92,29.8835
10.0,457.6,0.062,0.8841,49.8049
1.84,59.34,0.0882,0.8985,5.6751
4.72,239.77,0.068,0.8874,27.2371
8.39,330.18,0.0961,0.9029,34.1235
1.31,29.71,0.1183,0.9151,1.986
16.63,466.46,0.0507,0.8779,38.5308
14.67,254.16,0.0967,0.9032,10.5689
6.62,282.11,0.1239,0.9181,30.3888
10.27,322.38,0.1499,0.9324,29.4138
13.58,92.33,0.0323,0.8678,0.0
17.93,419.61,0.1159,0.9137,29.6536
1.3,481.99,0.0435,0.8739,69.78
15.66,156.18,0.1399,0.9269,0.1907
11.17,95.6,0.0889,0.8989,0.22
1.91,89.07,0.1185,0.9152,9.8305
7.35,287.06,0.1001,0.9051,28.9544
3.16,349.14,0.0213,0.8617,46.4514
17.31,67.62,0.123,0.9176,0.398
10.77,478.33,0.0278,0.8653,51.686
10.23,410.97,0.1266,0.9196,42.5648
8.81,97.08,0.081,0.8945,0.2496
17.46,325.5,0.0406,0.8723,15.6415
14.67,218.65,0.04,0.872,5.4632
9.09,325.89,0.1222,0.9172,31.6826
17.83,154.83,0.0739,0.8906,0.3536
12.43,271.95,0.1418,0.928,17.6032
4.33,182.59,0.1206,0.9163,19.5208
8.03,490.2,0.112,0.9116,58.7157
5.98,499.55,0.0739,0.8906,63.684
10.08,315.69,0.085,0.8967,28.4055
2.12,383.92,0.0764,0.892,53.8125
16.99,55.74,0.031,0.867,0.0
8.61,254.55,0.1082,0.9095,22.2764
3.38,42.7,0.073,0.8901,0.3318
4.26,221.08,0.049,0.877,25.0617
3.77,403.9,0.0727,0.89,53.6445
4.58,211.98,0.0288,0.8658,23.1874
12.94,253.95,0.0757,0.8916,13.971
19.34,35.6,0.0449,0.8747,0.4322
13.39,404.7,0.0502,0.8776,35.7637
17.26,453.11,0.1059,0.9082,35.4384
6.75,120.78,0.0349,0.8692,5.4698
18.63,127.87,0.0222,0.8622,0.0
1.17,187.42,0.1494,0.9322,26.0416
4.56,246.02,0.0356,0.8696,28.061
17.65,334.74,0.1021,0.9062,16.8729
12.0,292.6,0.0859,0.8972,21.1813
5.2,466.74,0.0663,0.8865,59.9671
4.63,314.35,0.1462,0.9304,38.4234
6.68,395.17,0.0372,0.8705,46.6609
8.32,63.5,0.1493,0.9321,0.3988
2.04,250.68,0.072,0.8896,33.4032
7.06,78.67,0.104,0.9072,0.0
14.04,335.4,0.0602,0.8831,24.0133
9.43,280.96,0.0679,0.8873,24.1083
4.12,411.37,0.1176,0.9147,53.916
1.13,318.45,0.0975,0.9036,45.7642
9.07,61.66,0.0667,0.8867,0.0
0.8,241.55,0.1471,0.9309,34.7097
1.29,329.02,0.0636,0.885,47.1684
10.92,448.93,0.0729,0.8901,46.6995
12.23,200.07,0.115,0.9133,6.8687
9.68,220.23,0.1217,0.9169,15.1963
5.1,133.17,0.125,0.9187,10.3582
2.27,25.35,0.1209,0.9165,0.3481
18.09,351.08,0.1211,0.9166,18.8078
6.07,226.92,0.0857,0.8971,22.7765
1.22,293.52,0.0611,0.8836,41.7721
14.41,131.23,0.0275,0.8651,0.1785
4.57,169.8,0.0928,0.901,16.8347
1.96,283.22,0.117,0.9143,39.0482
6.5,12.1,0.1339,0.9236,0.0
12.61,210.33,0.0366,0.8701,8.1325
6.32,448.1,0.1131,0.9122,55.4149
16.35,417.73,0.1296,0.9213,31.7208
14.96,212.91,0.0202,0.8611,3.7575
18.19,29.91,0.1043,0.9074,0.1644
9.99,216.38,0.1382,0.926,13.7125
3.71,279.08,0.0302,0.8666,34.749
15.66,68.32,0.0791,0.8935,0.0
8.7,345.29,0.0209,0.8615,35.4554
13.83,388.36,0.1246,0.9185,32.3488
1.25,158.04,0.0205,0.8613,21.3516
10.88,23.53,0.0355,0.8695,0.206
7.72,377.83,0.091,0.9001,41.9139
18.91,17.64,0.0765,0.8921,0.1782
1.57,17.93,0.044,0.8742,0.004
10.51,19.62,0.0537,0.8795,0.0
1.98,170.68,0.0828,0.8955,21.6274
19.05,148.21,0.1116,0.9114,0.1397
2.79,269.57,0.0712,0.8892,35.2545
17.88,439.82,0.0935,0.9014,32.6104
3.48,263.4,0.0485,0.8767,33.0992
4.44,16.47,0.141,0.9275,0.0
13.02,179.92,0.0916,0.9004,2.387
9.04,440.25,0.1032,0.9068,49.0946
16.79,470.34,0.094,0.9017,39.0171
8.96,157.42,0.0443,0.8744,6.8324
13.52,143.05,0.0881,0.8985,0.0484
13.81,483.12,0.0848,0.8966,46.3317
17.22,97.51,0.0702,0.8886,0.0
10.32,86.6,0.125,0.9187,0.0
11.41,348.01,0.0905,0.8998,30.7645
14.02,113.54,0.1406,0.9273,0.0131
16.14,323.76,0.0297,0.8663,17.9843
11.24,143.82,0.0677,0.8872,0.5392
8.47,21.22,0.1485,0.9317,0.0
10.94,256.6,0.0952,0.9024,17.9233
11.98,449.92,0.0655,0.886,44.7833
19.87,452.6,0.0357,0.8696,30.5874
18.68,139.22,0.0791,0.8935,0.0
12.48,188.8,0.1055,0.908,5.1816
11.57,368.39,0.0858,0.8972,33.8127
0.83,248.68,0.1431,0.9287,35.4529
12.84,13.28,0.1464,0.9305,0.0
15.17,138.64,0.057,0.8813,0.0
1.8,427.31,0.0853,0.8969,60.7902
7.3,490.27,0.0879,0.8983,59.6202
16.94,57.53,0.0863,0.8975,0.0
0.88,332.93,0.0422,0.8732,48.5575
7.32,293.16,0.147,0.9308,30.2931
12.13,318.32,0.0693,0.8881,25.355
11.01,128.44,0.0863,0.8975,0.0
9.55,66.47,0.0494,0.8772,0.0
11.87,177.3,0.1203,0.9162,4.4556
9.84,110.03,0.0485,0.8767,0.0
8.0,328.71,0.1082,0.9095,33.6837
8.96,121.26,0.0707,0.8889,1.1599
7.59,42.24,0.1177,0.9147,0.0
14.94,151.41,0.1197,0.9158,0.3323
17.03,139.28,0.1156,0.9136,0.1097
8.8,117.28,0.0357,0.8696,0.8614
13.94,449.28,0.078,0.8929,41.5922
16.5,71.37,0.1406,0.9273,0.0
4.32,376.6,0.0905,0.8998,48.7093
9.35,434.77,0.0201,0.8611,47.704
11.0,86.63,0.0981,0.904,0.1995
14.59,454.16,0.1093,0.9101,40.2534
3.66,55.89,0.0646,0.8855,1.6569
6.11,311.23,0.0278,0.8653,35.0596
5.71,348.19,0.1413,0.9277,41.7912
6.85,137.85,0.1322,0.9227,7.5072
12.8,244.71,0.0532,0.8793,12.8747
13.3,167.61,0.1422,0.9282,0.4595
9.21,431.9,0.1485,0.9317,47.2372
13.38,18.9,0.1222,0.9172,0.0834
13.89,61.45,0.0698,0.8884,0.0
5.27,59.64,0.0727,0.89,0.2413
17.24,232.75,0.1131,0.9122,2.1896
3.84,199.7,0.1363,0.925,22.3441
10.52,190.04,0.0449,0.8747,8.7584
10.77,185.8,0.0882,0.8985,7.8597
15.57,405.37,0.0976,0.9037,31.7079
3.27,158.02,0.1246,0.9185,17.702
3.94,196.12,0.1353,0.9244,21.8556
16.32,89.49,0.1286,0.9207,0.0926
3.83,77.95,0.1044,0.9074,4.702
10.72,203.72,0.0399,0.8719,10.5802
19.24,110.41,0.0309,0.867,0.3502
1.67,209.75,0.0855,0.897,28.3645
17.31,499.12,0.0883,0.8986,42.5661
12.32,79.76,0.0728,0.89,0.0
10.11,385.93,0.082,0.8951,38.8948
3.27,199.28,0.0741,0.8908,23.8648
1.67,433.93,0.1024,0.9063,62.151
6.46,299.74,0.1022,0.9062,32.8695
15.56,446.46,0.1424,0.9283,37.6756
12.68,402.01,0.0225,0.8624,36.389
14.3,499.71,0.0511,0.8781,48.4334
6.49,257.62,0.0907,0.8999,26.6166
17.86,101.05,0.1207,0.9164,0.0
5.15,396.28,0.0649,0.8857,49.4898
5.47,369.94,0.0882,0.8985,45.0425
11.41,455.48,0.1169,0.9143,47.0826
16.46,369.17,0.0382,0.871,24.2306
16.12,476.65,0.0371,0.8704,41.3998
13.41,320.2,0.1125,0.9119,22.5575
12.6,177.79,0.0465,0.8756,3.1048
3.19,72.71,0.0924,0.9008,5.0985
9.45,471.69,0.0928,0.901,53.2078
8.06,75.85,0.0529,0.8791,0.0067
1.69,474.05,0.1218,0.917,68.1174
12.01,382.13,0.0753,0.8914,34.9119
3.98,424.99,0.1196,0.9158,56.4673
10.18,35.58,0.1156,0.9136,0.6139
1.96,54.36,0.0242,0.8633,4.8159
4.18,83.28,0.0432,0.8738,4.2748
11.66,412.63,0.1193,0.9156,40.0533
19.05,432.52,0.1447,0.9296,28.8085
5.9,178.56,0.0257,0.8641,15.8123
11.04,233.36,0.078,0.8929,14.6144
12.36,308.62,0.0932,0.9013,23.2709
18.8,105.39,0.1118,0.9115,0.1625
10.35,255.65,0.0814,0.8948,18.7536
6.4,395.9,0.0662,0.8864,47.4184
9.67,57.37,0.0914,0.9003,0.1347
5.43,217.59,0.1429,0.9286,22.437
9.68,357.44,0.0793,0.8936,35.3463
16.52,201.23,0.1237,0.918,0.0
12.99,100.91,0.058,0.8819,0.0
18.37,157.16,0.0838,0.8961,0.168
3.53,256.17,0.0475,0.8761,31.8801
16.25,12.42,0.0407,0.8724,0.0
16.18,67.82,0.0486,0.8767,0.0
15.88,69.33,0.1332,0.9233,0.1378
10.94,248.39,0.0393,0.8716,16.3425
5.23,97.78,0.064,0.8852,4.8041
17.71,465.06,0.1109,0.911,36.5897
17.56,112.79,0.1017,0.9059,0.0
7.85,470.55,0.1194,0.9157,55.6285
4.89,260.05,0.116,0.9138,29.9567
10.74,95.27,0.1422,0.9282,0.0
7.56,280.85,0.1062,0.9084,27.7254
1.69,418.36,0.0203,0.8612,59.698
8.31,194.08,0.142,0.9281,13.5722
12.67,400.75,0.1064,0.9085,36.4842
3.77,401.21,0.0391,0.8715,53.3357
14.31,325.67,0.1181,0.915,21.8631
10.3,151.01,0.1003,0.9052,3.4786
7.18,187.58,0.0477,0.8762,15.0342
5.17,482.81,0.0462,0.8754,62.8291
4.28,158.05,0.0782,0.893,15.8269
10.03,340.66,0.1317,0.9224,32.3482
2.2,92.69,0.0751,0.8913,9.8074
17.45,352.54,0.1043,0.9074,20.1323
15.79,54.18,0.078,0.8929,0.0441
2.05,473.98,0.1385,0.9262,67.1358
19.29,471.22,0.0447,0.8746,34.3623
2.13,411.75,0.0863,0.8975,57.8454
18.13,13.31,0.0265,0.8646,0.206
17.61,336.56,0.1312,0.9222,17.3473
5.25,125.39,0.0757,0.8916,8.93
5.11,165.21,0.0973,0.9035,15.547
3.92,154.85,0.0956,0.9026,16.3379
15.48,321.84,0.0217,0.8619,19.1419
4.45,336.84,0.1482,0.9315,42.0374
3.86,11.9,0.0661,0.8864,0.1079
9.0,231.56,0.0272,0.865,17.8886
9.47,138.88,0.0576,0.8817,3.1044
16.06,430.83,0.1375,0.9256,34.9761
13.75,11.39,0.0994,0.9047,0.3966
6.69,90.05,0.0881,0.8985,0.8491
15.32,164.53,0.1129,0.9121,0.0
4.84,200.51,0.0956,0.9026,21.0882
10.31,86.95,0.0723,0.8898,0.0
11.32,172.15,0.0964,0.903,4.6787
12.97,498.93,0.0299,0.8664,50.8529
1.59,348.31,0.0855,0.897,48.9922
4.2,474.23,0.1163,0.914,63.3203
18.65,127.02,0.1043,0.9074,0.0
15.63,123.02,0.0662,0.8864,0.1801
2.04,30.48,0.102,0.9061,0.9118
3.56,246.15,0.127,0.9198,30.2842
4.15,334.65,0.0802,0.8941,42.1614
4.94,84.04,0.0975,0.9036,3.3647
17.76,60.32,0.0833,0.8958,0.0
1.57,236.53,0.0558,0.8807,32.1764
12.82,487.93,0.0451,0.8748,48.9109
18.45,488.76,0.1168,0.9142,39.2231
14.5,488.12,0.118,0.9149,46.1151
13.89,352.18,0.1311,0.9221,26.8106
2.93,189.69,0.0952,0.9024,22.7408
17.58,360.55,0.0965,0.9031,21.1177
4.14,125.21,0.0289,0.8659,10.7419
3.16,34.57,0.037,0.8703,0.1337
19.27,396.05,0.0611,0.8836,22.9676
1.22,273.18,0.0999,0.9049,38.5771
4.34,231.59,0.1115,0.9113,26.6386
8.89,26.99,0.0257,0.8641,0.0
2.74,212.17,0.1333,0.9233,26.6782
18.47,18.23,0.0553,0.8804,0.1622
9.24,253.58,0.0602,0.8831,20.8019
6.95,87.36,0.1274,0.9201,0.3833
17.54,194.89,0.1489,0.9319,0.0334
19.36,337.53,0.0489,0.8769,14.1789
13.1,409.7,0.1171,0.9144,36.6613
12.63,151.13,0.1243,0.9184,0.0
10.03,476.25,0.1003,0.9052,52.6529
16.21,106.26,0.0317,0.8674,0.2377
19.71,244.36,0.108,0.9094,0.0
11.38,170.65,0.1283,0.9206,4.0733
13.61,381.25,0.1254,0.919,31.7527
14.67,163.95,0.0982,0.904,0.0916
9.92,314.31,0.11,0.9105,28.2969
11.35,385.85,0.1375,0.9256,36.5822
14.89,323.57,0.1494,0.9322,20.887
13.03,197.91,0.1232,0.9178,5.0237
17.39,441.27,0.1309,0.922,33.5925
10.5,229.96,0.0925,0.9009,14.4915
14.01,180.97,0.0845,0.8965,1.0812
14.29,233.39,0.0657,0.8861,7.6197
1.78,79.64,0.1005,0.9053,8.8779
17.26,196.11,0.0951,0.9023,0.0
4.75,132.8,0.0305,0.8668,10.9323
17.87,61.36,0.0865,0.8976,0.121
18.12,207.24,0.0987,0.9043,0.0612
7.22,136.29,0.0282,0.8655,6.9448
0.55,489.22,0.0451,0.8748,72.4402
4.35,320.12,0.1307,0.9219,39.9088
13.77,282.79,0.1426,0.9284,16.7396
1.17,85.03,0.0534,0.8794,10.7661
19.83,468.23,0.0341,0.8688,33.073
13.99,141.89,0.0772,0.8925,0.0
4.89,383.31,0.0473,0.876,48.2209
8.51,187.33,0.0472,0.876,12.2349
18.61,105.0,0.1469,0.9308,0.0
7.57,347.42,0.0794,0.8937,37.9493
9.3,374.76,0.0725,0.8899,38.7705
19.89,356.26,0.0428,0.8735,15.9846
1.82,28.29,0.0301,0.8666,0.9277
19.65,388.93,0.0804,0.8942,21.0712
7.32,405.67,0.1157,0.9136,47.0197
14.23,142.1,0.023,0.8627,0.0
4.22,24.54,0.0766,0.8921,0.1855
15.0,51.74,0.116,0.9138,0.0
12.16,255.06,0.056,0.8808,15.2976
19.0,110.67,0.0273,0.865,0.0
5.86,51.44,0.0927,0.901,0.0
14.66,316.01,0.0397,0.8718,19.9219
16.66,189.15,0.0978,0.9038,0.0
12.5,205.23,0.0966,0.9031,7.4368
9.11,349.92,0.0973,0.9035,35.393
10.99,314.34,0.0867,0.8977,26.7247
19.26,275.34,0.1387,0.9263,5.1834
4.68,292.69,0.1457,0.9301,35.0569
7.3,54.44,0.127,0.9198,0.0033
